Date,Parameter,Value
3/24/2011 12:00:00 AM,Discharge,0.333
3/24/2011 12:00:00 AM,Level,1.03
3/25/2011 12:00:00 AM,Discharge,0.325
3/25/2011 12:00:00 AM,Level,1.028
3/26/2011 12:00:00 AM,Discharge,0.333
3/26/2011 12:00:00 AM,Level,
3/27/2011 12:00:00 AM,Discharge,0.337
3/27/2011 12:00:00 AM,Level,1.03
3/28/2011 12:00:00 AM,Discharge,0.338
3/28/2011 12:00:00 AM,Level,1.03
3/29/2011 12:00:00 AM,Discharge,0.34
3/29/2011 12:00:00 AM,Level,1.03
3/30/2011 12:00:00 AM,Discharge,0.329
3/30/2011 12:00:00 AM,Level,1.028
3/31/2011 12:00:00 AM,Discharge,0.342
3/31/2011 12:00:00 AM,Level,1.03
4/1/2011 12:00:00 AM,Discharge,0.352
4/1/2011 12:00:00 AM,Level,1.034
4/2/2011 12:00:00 AM,Discharge,0.345
4/2/2011 12:00:00 AM,Level,1.03
4/3/2011 12:00:00 AM,Discharge,0.347
4/3/2011 12:00:00 AM,Level,1.03
4/4/2011 12:00:00 AM,Discharge,0.326
4/4/2011 12:00:00 AM,Level,1.026
4/5/2011 12:00:00 AM,Discharge,0.333
4/5/2011 12:00:00 AM,Level,
4/6/2011 12:00:00 AM,Discharge,0.327
4/6/2011 12:00:00 AM,Level,1.028
4/7/2011 12:00:00 AM,Discharge,0.312
4/7/2011 12:00:00 AM,Level,1.024
4/8/2011 12:00:00 AM,Discharge,0.324
4/8/2011 12:00:00 AM,Level,1.026
4/9/2011 12:00:00 AM,Discharge,0.305
4/9/2011 12:00:00 AM,Level,1.022
4/10/2011 12:00:00 AM,Discharge,0.305
4/10/2011 12:00:00 AM,Level,1.022
4/11/2011 12:00:00 AM,Discharge,0.361
4/11/2011 12:00:00 AM,Level,1.032
4/12/2011 12:00:00 AM,Discharge,0.361
4/12/2011 12:00:00 AM,Level,1.032
4/13/2011 12:00:00 AM,Discharge,0.312
4/13/2011 12:00:00 AM,Level,1.024
4/14/2011 12:00:00 AM,Discharge,0.312
4/14/2011 12:00:00 AM,Level,1.024
4/15/2011 12:00:00 AM,Discharge,0.305
4/15/2011 12:00:00 AM,Level,1.022
4/16/2011 12:00:00 AM,Discharge,0.336
4/16/2011 12:00:00 AM,Level,1.028
4/17/2011 12:00:00 AM,Discharge,0.336
4/17/2011 12:00:00 AM,Level,1.028
4/18/2011 12:00:00 AM,Discharge,0.324
4/18/2011 12:00:00 AM,Level,1.026
4/19/2011 12:00:00 AM,Discharge,0.362
4/19/2011 12:00:00 AM,Level,1.032
4/20/2011 12:00:00 AM,Discharge,0.398
4/20/2011 12:00:00 AM,Level,1.038
4/21/2011 12:00:00 AM,Discharge,0.438
4/21/2011 12:00:00 AM,Level,1.045
4/22/2011 12:00:00 AM,Discharge,0.414
4/22/2011 12:00:00 AM,Level,1.041
4/23/2011 12:00:00 AM,Discharge,0.417
4/23/2011 12:00:00 AM,Level,1.041
4/24/2011 12:00:00 AM,Discharge,0.469
4/24/2011 12:00:00 AM,Level,1.05
4/25/2011 12:00:00 AM,Discharge,0.546
4/25/2011 12:00:00 AM,Level,1.062
4/26/2011 12:00:00 AM,Discharge,0.613
4/26/2011 12:00:00 AM,Level,1.073
4/27/2011 12:00:00 AM,Discharge,0.769
4/27/2011 12:00:00 AM,Level,1.096
4/28/2011 12:00:00 AM,Discharge,0.877
4/28/2011 12:00:00 AM,Level,1.112
4/29/2011 12:00:00 AM,Discharge,0.842
4/29/2011 12:00:00 AM,Level,1.106
4/30/2011 12:00:00 AM,Discharge,0.915
4/30/2011 12:00:00 AM,Level,1.117
5/1/2011 12:00:00 AM,Discharge,1.08
5/1/2011 12:00:00 AM,Level,1.141
5/2/2011 12:00:00 AM,Discharge,1.29
5/2/2011 12:00:00 AM,Level,1.17
5/3/2011 12:00:00 AM,Discharge,1.33
5/3/2011 12:00:00 AM,Level,1.176
5/4/2011 12:00:00 AM,Discharge,1.43
5/4/2011 12:00:00 AM,Level,1.189
5/5/2011 12:00:00 AM,Discharge,1.65
5/5/2011 12:00:00 AM,Level,1.219
5/6/2011 12:00:00 AM,Discharge,2.12
5/6/2011 12:00:00 AM,Level,1.273
5/7/2011 12:00:00 AM,Discharge,2.75
5/7/2011 12:00:00 AM,Level,1.329
5/8/2011 12:00:00 AM,Discharge,3.35
5/8/2011 12:00:00 AM,Level,1.372
5/9/2011 12:00:00 AM,Discharge,4.32
5/9/2011 12:00:00 AM,Level,1.437
5/10/2011 12:00:00 AM,Discharge,8.49
5/10/2011 12:00:00 AM,Level,1.674
5/11/2011 12:00:00 AM,Discharge,12
5/11/2011 12:00:00 AM,Level,1.86
5/12/2011 12:00:00 AM,Discharge,15
5/12/2011 12:00:00 AM,Level,2.006
5/13/2011 12:00:00 AM,Discharge,18.1
5/13/2011 12:00:00 AM,Level,2.134
5/14/2011 12:00:00 AM,Discharge,21.7
5/14/2011 12:00:00 AM,Level,2.263
5/15/2011 12:00:00 AM,Discharge,22.5
5/15/2011 12:00:00 AM,Level,2.288
5/16/2011 12:00:00 AM,Discharge,20.9
5/16/2011 12:00:00 AM,Level,2.236
5/17/2011 12:00:00 AM,Discharge,21.4
5/17/2011 12:00:00 AM,Level,2.252
5/18/2011 12:00:00 AM,Discharge,23.1
5/18/2011 12:00:00 AM,Level,2.309
5/19/2011 12:00:00 AM,Discharge,26.6
5/19/2011 12:00:00 AM,Level,2.417
5/20/2011 12:00:00 AM,Discharge,26.8
5/20/2011 12:00:00 AM,Level,2.423
5/21/2011 12:00:00 AM,Discharge,24.1
5/21/2011 12:00:00 AM,Level,2.339
5/22/2011 12:00:00 AM,Discharge,22.8
5/22/2011 12:00:00 AM,Level,2.299
5/23/2011 12:00:00 AM,Discharge,22.1
5/23/2011 12:00:00 AM,Level,2.273
5/24/2011 12:00:00 AM,Discharge,22.2
5/24/2011 12:00:00 AM,Level,2.279
5/25/2011 12:00:00 AM,Discharge,22.2
5/25/2011 12:00:00 AM,Level,2.278
5/26/2011 12:00:00 AM,Discharge,22.2
5/26/2011 12:00:00 AM,Level,2.28
5/27/2011 12:00:00 AM,Discharge,24.4
5/27/2011 12:00:00 AM,Level,2.35
5/28/2011 12:00:00 AM,Discharge,28.2
5/28/2011 12:00:00 AM,Level,2.465
5/29/2011 12:00:00 AM,Discharge,31.4
5/29/2011 12:00:00 AM,Level,2.536
5/30/2011 12:00:00 AM,Discharge,30
5/30/2011 12:00:00 AM,Level,2.472
5/31/2011 12:00:00 AM,Discharge,25.6
5/31/2011 12:00:00 AM,Level,2.32
6/1/2011 12:00:00 AM,Discharge,21.8
6/1/2011 12:00:00 AM,Level,2.184
6/2/2011 12:00:00 AM,Discharge,20
6/2/2011 12:00:00 AM,Level,2.114
6/3/2011 12:00:00 AM,Discharge,19.4
6/3/2011 12:00:00 AM,Level,2.087
6/4/2011 12:00:00 AM,Discharge,18.1
6/4/2011 12:00:00 AM,Level,2.036
6/5/2011 12:00:00 AM,Discharge,16.6
6/5/2011 12:00:00 AM,Level,1.971
6/6/2011 12:00:00 AM,Discharge,14.8
6/6/2011 12:00:00 AM,Level,1.893
6/7/2011 12:00:00 AM,Discharge,13.2
6/7/2011 12:00:00 AM,Level,1.816
6/8/2011 12:00:00 AM,Discharge,11.9
6/8/2011 12:00:00 AM,Level,1.751
6/9/2011 12:00:00 AM,Discharge,10.6
6/9/2011 12:00:00 AM,Level,1.683
6/10/2011 12:00:00 AM,Discharge,9.46
6/10/2011 12:00:00 AM,Level,1.619
6/11/2011 12:00:00 AM,Discharge,8.66
6/11/2011 12:00:00 AM,Level,1.572
6/12/2011 12:00:00 AM,Discharge,7.97
6/12/2011 12:00:00 AM,Level,1.53
6/13/2011 12:00:00 AM,Discharge,7.37
6/13/2011 12:00:00 AM,Level,1.493
6/14/2011 12:00:00 AM,Discharge,6.93
6/14/2011 12:00:00 AM,Level,1.464
6/15/2011 12:00:00 AM,Discharge,6.77
6/15/2011 12:00:00 AM,Level,1.453
6/16/2011 12:00:00 AM,Discharge,6.63
6/16/2011 12:00:00 AM,Level,1.443
6/17/2011 12:00:00 AM,Discharge,6.57
6/17/2011 12:00:00 AM,Level,1.44
6/18/2011 12:00:00 AM,Discharge,6.65
6/18/2011 12:00:00 AM,Level,1.445
6/19/2011 12:00:00 AM,Discharge,6.69
6/19/2011 12:00:00 AM,Level,1.448
6/20/2011 12:00:00 AM,Discharge,6.71
6/20/2011 12:00:00 AM,Level,1.449
6/21/2011 12:00:00 AM,Discharge,6.69
6/21/2011 12:00:00 AM,Level,1.448
6/22/2011 12:00:00 AM,Discharge,6.46
6/22/2011 12:00:00 AM,Level,1.432
6/23/2011 12:00:00 AM,Discharge,6.19
6/23/2011 12:00:00 AM,Level,1.414
6/24/2011 12:00:00 AM,Discharge,6.14
6/24/2011 12:00:00 AM,Level,1.41
6/25/2011 12:00:00 AM,Discharge,5.9
6/25/2011 12:00:00 AM,Level,1.393
6/26/2011 12:00:00 AM,Discharge,5.62
6/26/2011 12:00:00 AM,Level,1.372
6/27/2011 12:00:00 AM,Discharge,5.28
6/27/2011 12:00:00 AM,Level,1.347
6/28/2011 12:00:00 AM,Discharge,4.99
6/28/2011 12:00:00 AM,Level,1.325
6/29/2011 12:00:00 AM,Discharge,4.65
6/29/2011 12:00:00 AM,Level,1.299
6/30/2011 12:00:00 AM,Discharge,4.38
6/30/2011 12:00:00 AM,Level,1.276
7/1/2011 12:00:00 AM,Discharge,4.16
7/1/2011 12:00:00 AM,Level,1.258
7/2/2011 12:00:00 AM,Discharge,3.92
7/2/2011 12:00:00 AM,Level,1.237
7/3/2011 12:00:00 AM,Discharge,3.76
7/3/2011 12:00:00 AM,Level,1.223
7/4/2011 12:00:00 AM,Discharge,3.65
7/4/2011 12:00:00 AM,Level,1.213
7/5/2011 12:00:00 AM,Discharge,3.41
7/5/2011 12:00:00 AM,Level,1.191
7/6/2011 12:00:00 AM,Discharge,3.23
7/6/2011 12:00:00 AM,Level,1.174
7/7/2011 12:00:00 AM,Discharge,3.1
7/7/2011 12:00:00 AM,Level,1.162
7/8/2011 12:00:00 AM,Discharge,3.07
7/8/2011 12:00:00 AM,Level,1.159
7/9/2011 12:00:00 AM,Discharge,2.98
7/9/2011 12:00:00 AM,Level,1.15
7/10/2011 12:00:00 AM,Discharge,2.85
7/10/2011 12:00:00 AM,Level,1.136
7/11/2011 12:00:00 AM,Discharge,2.81
7/11/2011 12:00:00 AM,Level,1.132
7/12/2011 12:00:00 AM,Discharge,2.88
7/12/2011 12:00:00 AM,Level,1.14
7/13/2011 12:00:00 AM,Discharge,2.87
7/13/2011 12:00:00 AM,Level,1.138
7/14/2011 12:00:00 AM,Discharge,2.85
7/14/2011 12:00:00 AM,Level,1.137
7/15/2011 12:00:00 AM,Discharge,2.95
7/15/2011 12:00:00 AM,Level,1.147
7/16/2011 12:00:00 AM,Discharge,3.12
7/16/2011 12:00:00 AM,Level,1.164
7/17/2011 12:00:00 AM,Discharge,3.19
7/17/2011 12:00:00 AM,Level,1.17
7/18/2011 12:00:00 AM,Discharge,3.12
7/18/2011 12:00:00 AM,Level,1.164
7/19/2011 12:00:00 AM,Discharge,3.08
7/19/2011 12:00:00 AM,Level,1.16
7/20/2011 12:00:00 AM,Discharge,3.16
7/20/2011 12:00:00 AM,Level,1.168
7/21/2011 12:00:00 AM,Discharge,3.12
7/21/2011 12:00:00 AM,Level,1.164
7/22/2011 12:00:00 AM,Discharge,3.17
7/22/2011 12:00:00 AM,Level,1.168
7/23/2011 12:00:00 AM,Discharge,3.1
7/23/2011 12:00:00 AM,Level,1.162
7/24/2011 12:00:00 AM,Discharge,3.05
7/24/2011 12:00:00 AM,Level,1.157
7/25/2011 12:00:00 AM,Discharge,2.95
7/25/2011 12:00:00 AM,Level,1.147
7/26/2011 12:00:00 AM,Discharge,2.94
7/26/2011 12:00:00 AM,Level,1.146
7/27/2011 12:00:00 AM,Discharge,2.94
7/27/2011 12:00:00 AM,Level,1.145
7/28/2011 12:00:00 AM,Discharge,2.72
7/28/2011 12:00:00 AM,Level,1.123
7/29/2011 12:00:00 AM,Discharge,2.57
7/29/2011 12:00:00 AM,Level,1.108
7/30/2011 12:00:00 AM,Discharge,2.43
7/30/2011 12:00:00 AM,Level,1.093
7/31/2011 12:00:00 AM,Discharge,2.31
7/31/2011 12:00:00 AM,Level,1.079
8/1/2011 12:00:00 AM,Discharge,2.24
8/1/2011 12:00:00 AM,Level,1.071
8/2/2011 12:00:00 AM,Discharge,2.11
8/2/2011 12:00:00 AM,Level,1.056
8/3/2011 12:00:00 AM,Discharge,1.97
8/3/2011 12:00:00 AM,Level,1.04
8/4/2011 12:00:00 AM,Discharge,1.84
8/4/2011 12:00:00 AM,Level,1.023
8/5/2011 12:00:00 AM,Discharge,1.7
8/5/2011 12:00:00 AM,Level,1.006
8/6/2011 12:00:00 AM,Discharge,1.58
8/6/2011 12:00:00 AM,Level,0.99
8/7/2011 12:00:00 AM,Discharge,1.48
8/7/2011 12:00:00 AM,Level,0.975
8/8/2011 12:00:00 AM,Discharge,1.4
8/8/2011 12:00:00 AM,Level,0.964
8/9/2011 12:00:00 AM,Discharge,1.35
8/9/2011 12:00:00 AM,Level,0.957
8/10/2011 12:00:00 AM,Discharge,1.29
8/10/2011 12:00:00 AM,Level,0.949
8/11/2011 12:00:00 AM,Discharge,1.29
8/11/2011 12:00:00 AM,Level,0.948
8/12/2011 12:00:00 AM,Discharge,1.25
8/12/2011 12:00:00 AM,Level,0.943
8/13/2011 12:00:00 AM,Discharge,1.21
8/13/2011 12:00:00 AM,Level,0.936
8/14/2011 12:00:00 AM,Discharge,1.18
8/14/2011 12:00:00 AM,Level,0.931
8/15/2011 12:00:00 AM,Discharge,1.16
8/15/2011 12:00:00 AM,Level,0.929
8/16/2011 12:00:00 AM,Discharge,1.16
8/16/2011 12:00:00 AM,Level,0.929
8/17/2011 12:00:00 AM,Discharge,1.14
8/17/2011 12:00:00 AM,Level,0.925
8/18/2011 12:00:00 AM,Discharge,1.13
8/18/2011 12:00:00 AM,Level,0.924
8/19/2011 12:00:00 AM,Discharge,1.12
8/19/2011 12:00:00 AM,Level,0.921
8/20/2011 12:00:00 AM,Discharge,1.09
8/20/2011 12:00:00 AM,Level,0.917
8/21/2011 12:00:00 AM,Discharge,1.07
8/21/2011 12:00:00 AM,Level,0.914
8/22/2011 12:00:00 AM,Discharge,1.07
8/22/2011 12:00:00 AM,Level,0.914
8/23/2011 12:00:00 AM,Discharge,1.06
8/23/2011 12:00:00 AM,Level,0.913
8/24/2011 12:00:00 AM,Discharge,1.05
8/24/2011 12:00:00 AM,Level,0.911
8/25/2011 12:00:00 AM,Discharge,1.04
8/25/2011 12:00:00 AM,Level,0.91
8/26/2011 12:00:00 AM,Discharge,1.04
8/26/2011 12:00:00 AM,Level,0.91
8/27/2011 12:00:00 AM,Discharge,1.08
8/27/2011 12:00:00 AM,Level,0.915
8/28/2011 12:00:00 AM,Discharge,1.09
8/28/2011 12:00:00 AM,Level,0.917
8/29/2011 12:00:00 AM,Discharge,1.09
8/29/2011 12:00:00 AM,Level,0.917
8/30/2011 12:00:00 AM,Discharge,1.09
8/30/2011 12:00:00 AM,Level,0.917
8/31/2011 12:00:00 AM,Discharge,1.08
8/31/2011 12:00:00 AM,Level,0.916
9/1/2011 12:00:00 AM,Discharge,1.08
9/1/2011 12:00:00 AM,Level,0.916
9/2/2011 12:00:00 AM,Discharge,1.07
9/2/2011 12:00:00 AM,Level,0.914
9/3/2011 12:00:00 AM,Discharge,1.06
9/3/2011 12:00:00 AM,Level,0.912
9/4/2011 12:00:00 AM,Discharge,1.03
9/4/2011 12:00:00 AM,Level,0.908
9/5/2011 12:00:00 AM,Discharge,1
9/5/2011 12:00:00 AM,Level,0.903
9/6/2011 12:00:00 AM,Discharge,0.985
9/6/2011 12:00:00 AM,Level,0.9
9/7/2011 12:00:00 AM,Discharge,0.985
9/7/2011 12:00:00 AM,Level,0.9
9/8/2011 12:00:00 AM,Discharge,0.985
9/8/2011 12:00:00 AM,Level,0.9
9/9/2011 12:00:00 AM,Discharge,0.973
9/9/2011 12:00:00 AM,Level,0.898
9/10/2011 12:00:00 AM,Discharge,0.944
9/10/2011 12:00:00 AM,Level,0.893
9/11/2011 12:00:00 AM,Discharge,0.926
9/11/2011 12:00:00 AM,Level,0.89
9/12/2011 12:00:00 AM,Discharge,0.921
9/12/2011 12:00:00 AM,Level,0.889
9/13/2011 12:00:00 AM,Discharge,0.909
9/13/2011 12:00:00 AM,Level,0.887
9/14/2011 12:00:00 AM,Discharge,0.974
9/14/2011 12:00:00 AM,Level,0.898
9/15/2011 12:00:00 AM,Discharge,0.997
9/15/2011 12:00:00 AM,Level,0.902
9/16/2011 12:00:00 AM,Discharge,0.955
9/16/2011 12:00:00 AM,Level,0.895
9/17/2011 12:00:00 AM,Discharge,0.956
9/17/2011 12:00:00 AM,Level,0.895
9/18/2011 12:00:00 AM,Discharge,0.959
9/18/2011 12:00:00 AM,Level,
9/19/2011 12:00:00 AM,Discharge,0.958
9/19/2011 12:00:00 AM,Level,0.894
9/20/2011 12:00:00 AM,Discharge,0.938
9/20/2011 12:00:00 AM,Level,0.892
9/21/2011 12:00:00 AM,Discharge,0.914
9/21/2011 12:00:00 AM,Level,0.888
9/22/2011 12:00:00 AM,Discharge,0.926
9/22/2011 12:00:00 AM,Level,0.89
9/23/2011 12:00:00 AM,Discharge,0.89
9/23/2011 12:00:00 AM,Level,0.884
9/24/2011 12:00:00 AM,Discharge,0.866
9/24/2011 12:00:00 AM,Level,0.879
9/25/2011 12:00:00 AM,Discharge,0.871
9/25/2011 12:00:00 AM,Level,0.88
9/26/2011 12:00:00 AM,Discharge,0.885
9/26/2011 12:00:00 AM,Level,0.883
9/27/2011 12:00:00 AM,Discharge,0.873
9/27/2011 12:00:00 AM,Level,0.881
9/28/2011 12:00:00 AM,Discharge,0.867
9/28/2011 12:00:00 AM,Level,0.88
9/29/2011 12:00:00 AM,Discharge,0.86
9/29/2011 12:00:00 AM,Level,0.878
9/30/2011 12:00:00 AM,Discharge,0.854
9/30/2011 12:00:00 AM,Level,0.877
10/1/2011 12:00:00 AM,Discharge,0.876
10/1/2011 12:00:00 AM,Level,0.881
10/2/2011 12:00:00 AM,Discharge,0.875
10/2/2011 12:00:00 AM,Level,0.881
10/3/2011 12:00:00 AM,Discharge,0.873
10/3/2011 12:00:00 AM,Level,0.881
10/4/2011 12:00:00 AM,Discharge,0.863
10/4/2011 12:00:00 AM,Level,0.879
10/5/2011 12:00:00 AM,Discharge,0.867
10/5/2011 12:00:00 AM,Level,0.879
10/6/2011 12:00:00 AM,Discharge,0.861
10/6/2011 12:00:00 AM,Level,0.878
10/7/2011 12:00:00 AM,Discharge,0.853
10/7/2011 12:00:00 AM,Level,0.877
10/8/2011 12:00:00 AM,Discharge,0.842
10/8/2011 12:00:00 AM,Level,0.875
10/9/2011 12:00:00 AM,Discharge,0.826
10/9/2011 12:00:00 AM,Level,0.872
10/10/2011 12:00:00 AM,Discharge,0.829
10/10/2011 12:00:00 AM,Level,0.873
10/11/2011 12:00:00 AM,Discharge,0.819
10/11/2011 12:00:00 AM,Level,0.871
10/12/2011 12:00:00 AM,Discharge,0.807
10/12/2011 12:00:00 AM,Level,0.868
10/13/2011 12:00:00 AM,Discharge,0.809
10/13/2011 12:00:00 AM,Level,0.869
10/14/2011 12:00:00 AM,Discharge,0.805
10/14/2011 12:00:00 AM,Level,0.868
10/15/2011 12:00:00 AM,Discharge,0.808
10/15/2011 12:00:00 AM,Level,0.869
10/16/2011 12:00:00 AM,Discharge,0.809
10/16/2011 12:00:00 AM,Level,0.869
10/17/2011 12:00:00 AM,Discharge,0.806
10/17/2011 12:00:00 AM,Level,0.868
10/18/2011 12:00:00 AM,Discharge,0.799
10/18/2011 12:00:00 AM,Level,0.867
10/19/2011 12:00:00 AM,Discharge,0.789
