Date,Parameter,Value
12/31/2021 12:00:00 AM,Level,0.859871
1/1/2022 12:00:00 AM,Level,0.894788
1/2/2022 12:00:00 AM,Level,0.876951
1/3/2022 12:00:00 AM,Level,0.898381
1/4/2022 12:00:00 AM,Level,0.78827
1/5/2022 12:00:00 AM,Level,0.768055
1/6/2022 12:00:00 AM,Level,1.039687
1/7/2022 12:00:00 AM,Level,1.026961
1/8/2022 12:00:00 AM,Level,0.878111
1/9/2022 12:00:00 AM,Level,0.872607
1/10/2022 12:00:00 AM,Level,0.865555
1/11/2022 12:00:00 AM,Level,0.878536
1/12/2022 12:00:00 AM,Level,0.804616
1/13/2022 12:00:00 AM,Level,0.510538
1/14/2022 12:00:00 AM,Level,0.480899
1/15/2022 12:00:00 AM,Level,0.481461
1/16/2022 12:00:00 AM,Level,0.480211
1/17/2022 12:00:00 AM,Level,0.479788
1/18/2022 12:00:00 AM,Level,0.480236
1/19/2022 12:00:00 AM,Level,0.480951
1/20/2022 12:00:00 AM,Level,0.482732
1/21/2022 12:00:00 AM,Level,0.482468
1/22/2022 12:00:00 AM,Level,0.482565
1/23/2022 12:00:00 AM,Level,0.482746
1/24/2022 12:00:00 AM,Level,0.483302
1/25/2022 12:00:00 AM,Level,0.484159
1/26/2022 12:00:00 AM,Level,0.483812
1/27/2022 12:00:00 AM,Level,0.484281
1/28/2022 12:00:00 AM,Level,0.517065
1/29/2022 12:00:00 AM,Level,0.484385
1/30/2022 12:00:00 AM,Level,0.483045
1/31/2022 12:00:00 AM,Level,0.48301
2/1/2022 12:00:00 AM,Level,0.483055
2/2/2022 12:00:00 AM,Level,0.598034
2/3/2022 12:00:00 AM,Level,0.601357
2/4/2022 12:00:00 AM,Level,0.518486
2/5/2022 12:00:00 AM,Level,0.483798
2/6/2022 12:00:00 AM,Level,0.482534
2/7/2022 12:00:00 AM,Level,0.4836
2/8/2022 12:00:00 AM,Level,0.483229
2/9/2022 12:00:00 AM,Level,0.484913
2/10/2022 12:00:00 AM,Level,0.486277
2/11/2022 12:00:00 AM,Level,0.485927
2/12/2022 12:00:00 AM,Level,0.488642
2/13/2022 12:00:00 AM,Level,0.486152
2/14/2022 12:00:00 AM,Level,0.486006
2/15/2022 12:00:00 AM,Level,0.486229
2/16/2022 12:00:00 AM,Level,0.489812
2/17/2022 12:00:00 AM,Level,0.49025
2/18/2022 12:00:00 AM,Level,0.489979
2/19/2022 12:00:00 AM,Level,0.493739
2/20/2022 12:00:00 AM,Level,0.494295
2/21/2022 12:00:00 AM,Level,0.513805
2/22/2022 12:00:00 AM,Level,0.621003
2/23/2022 12:00:00 AM,Level,0.711951
2/24/2022 12:00:00 AM,Level,0.76151
2/25/2022 12:00:00 AM,Level,0.795243
2/26/2022 12:00:00 AM,Level,0.767236
2/27/2022 12:00:00 AM,Level,0.602875
2/28/2022 12:00:00 AM,Level,0.486395
3/1/2022 12:00:00 AM,Level,0.491569
3/2/2022 12:00:00 AM,Level,0.49327
3/3/2022 12:00:00 AM,Level,0.494378
3/4/2022 12:00:00 AM,Level,0.494892
3/5/2022 12:00:00 AM,Level,0.495406
3/6/2022 12:00:00 AM,Level,0.492204
3/7/2022 12:00:00 AM,Level,0.492875
3/8/2022 12:00:00 AM,Level,0.490253
3/9/2022 12:00:00 AM,Level,0.486989
3/10/2022 12:00:00 AM,Level,0.501024
3/11/2022 12:00:00 AM,Level,0.485204
3/12/2022 12:00:00 AM,Level,0.485218
3/13/2022 12:00:00 AM,Level,0.487052
3/14/2022 12:00:00 AM,Level,0.489142
3/15/2022 12:00:00 AM,Level,0.489857
3/16/2022 12:00:00 AM,Level,0.487798
3/17/2022 12:00:00 AM,Level,0.487503
3/18/2022 12:00:00 AM,Level,0.486861
3/19/2022 12:00:00 AM,Level,0.487454
3/20/2022 12:00:00 AM,Level,0.488562
3/21/2022 12:00:00 AM,Level,0.487725
3/22/2022 12:00:00 AM,Level,0.487663
3/23/2022 12:00:00 AM,Level,0.488961
3/24/2022 12:00:00 AM,Level,0.490472
3/25/2022 12:00:00 AM,Level,0.489385
3/26/2022 12:00:00 AM,Level,0.49126
3/27/2022 12:00:00 AM,Level,0.495951
3/28/2022 12:00:00 AM,Level,0.501923
3/29/2022 12:00:00 AM,Level,0.505263
3/30/2022 12:00:00 AM,Level,0.518
3/31/2022 12:00:00 AM,Level,0.524343
4/1/2022 12:00:00 AM,Level,0.523718
4/2/2022 12:00:00 AM,Level,0.522375
4/3/2022 12:00:00 AM,Level,0.523996
4/4/2022 12:00:00 AM,Level,0.52851
4/5/2022 12:00:00 AM,Level,0.528642
4/6/2022 12:00:00 AM,Level,0.527333
4/7/2022 12:00:00 AM,Level,0.535204
4/8/2022 12:00:00 AM,Level,0.558827
4/9/2022 12:00:00 AM,Level,0.580559
4/10/2022 12:00:00 AM,Level,0.697284
4/11/2022 12:00:00 AM,Level,0.745256
4/12/2022 12:00:00 AM,Level,0.750309
4/13/2022 12:00:00 AM,Level,0.751979
4/14/2022 12:00:00 AM,Level,0.757059
4/15/2022 12:00:00 AM,Level,0.75367
4/16/2022 12:00:00 AM,Level,0.75044
4/17/2022 12:00:00 AM,Level,0.748906
4/18/2022 12:00:00 AM,Level,0.751371
4/19/2022 12:00:00 AM,Level,0.744989
4/20/2022 12:00:00 AM,Level,0.745871
4/21/2022 12:00:00 AM,Level,0.760006
4/22/2022 12:00:00 AM,Level,0.764329
4/23/2022 12:00:00 AM,Level,0.777128
4/24/2022 12:00:00 AM,Level,0.794513
4/25/2022 12:00:00 AM,Level,0.822404
4/26/2022 12:00:00 AM,Level,0.884517
4/27/2022 12:00:00 AM,Level,1.206069
4/28/2022 12:00:00 AM,Level,1.413392
4/29/2022 12:00:00 AM,Level,1.462472
4/30/2022 12:00:00 AM,Level,1.412607
5/1/2022 12:00:00 AM,Level,1.371753
5/2/2022 12:00:00 AM,Level,1.387041
5/3/2022 12:00:00 AM,Level,1.452201
5/4/2022 12:00:00 AM,Level,1.567428
5/5/2022 12:00:00 AM,Level,1.692104
5/6/2022 12:00:00 AM,Level,1.718097
5/7/2022 12:00:00 AM,Level,1.677284
5/8/2022 12:00:00 AM,Level,1.636267
5/9/2022 12:00:00 AM,Level,1.575847
5/10/2022 12:00:00 AM,Level,1.511003
5/11/2022 12:00:00 AM,Level,1.447579
5/12/2022 12:00:00 AM,Level,1.383795
5/13/2022 12:00:00 AM,Level,1.326822
5/14/2022 12:00:00 AM,Level,1.278072
5/15/2022 12:00:00 AM,Level,1.268836
5/16/2022 12:00:00 AM,Level,1.257447
5/17/2022 12:00:00 AM,Level,1.24092
5/18/2022 12:00:00 AM,Level,1.21843
5/19/2022 12:00:00 AM,Level,1.204878
5/20/2022 12:00:00 AM,Level,1.186677
5/21/2022 12:00:00 AM,Level,1.16977
5/22/2022 12:00:00 AM,Level,1.180076
5/23/2022 12:00:00 AM,Level,1.170486
5/24/2022 12:00:00 AM,Level,1.144513
5/25/2022 12:00:00 AM,Level,1.110302
5/26/2022 12:00:00 AM,Level,1.07618
5/27/2022 12:00:00 AM,Level,1.042059
5/28/2022 12:00:00 AM,Level,1.026291
5/29/2022 12:00:00 AM,Level,1.002416
5/30/2022 12:00:00 AM,Level,0.979444
5/31/2022 12:00:00 AM,Level,0.965576
6/1/2022 12:00:00 AM,Level,0.95651
6/2/2022 12:00:00 AM,Level,0.945489
6/3/2022 12:00:00 AM,Level,0.96452
6/4/2022 12:00:00 AM,Level,0.996961
6/5/2022 12:00:00 AM,Level,1.005715
6/6/2022 12:00:00 AM,Level,1.020378
6/7/2022 12:00:00 AM,Level,1.016888
6/8/2022 12:00:00 AM,Level,1.004253
6/9/2022 12:00:00 AM,Level,0.985906
6/10/2022 12:00:00 AM,Level,0.967211
6/11/2022 12:00:00 AM,Level,0.94042
6/12/2022 12:00:00 AM,Level,0.913777
6/13/2022 12:00:00 AM,Level,0.891059
6/14/2022 12:00:00 AM,Level,0.882934
6/15/2022 12:00:00 AM,Level,0.881937
6/16/2022 12:00:00 AM,Level,0.910625
6/17/2022 12:00:00 AM,Level,0.957697
6/18/2022 12:00:00 AM,Level,0.982916
6/19/2022 12:00:00 AM,Level,1.007111
6/20/2022 12:00:00 AM,Level,1.002968
6/21/2022 12:00:00 AM,Level,0.987628
6/22/2022 12:00:00 AM,Level,0.977072
6/23/2022 12:00:00 AM,Level,0.949937
6/24/2022 12:00:00 AM,Level,0.921135
6/25/2022 12:00:00 AM,Level,0.895125
6/26/2022 12:00:00 AM,Level,0.86927
6/27/2022 12:00:00 AM,Level,0.843881
6/28/2022 12:00:00 AM,Level,0.819118
6/29/2022 12:00:00 AM,Level,0.80442
6/30/2022 12:00:00 AM,Level,0.793211
7/1/2022 12:00:00 AM,Level,0.778288
7/2/2022 12:00:00 AM,Level,0.772309
7/3/2022 12:00:00 AM,Level,0.773711
7/4/2022 12:00:00 AM,Level,0.781222
7/5/2022 12:00:00 AM,Level,0.79175
7/6/2022 12:00:00 AM,Level,0.798743
7/7/2022 12:00:00 AM,Level,0.807777
7/8/2022 12:00:00 AM,Level,0.814461
7/9/2022 12:00:00 AM,Level,0.812715
7/10/2022 12:00:00 AM,Level,0.803072
7/11/2022 12:00:00 AM,Level,0.789281
7/12/2022 12:00:00 AM,Level,0.772059
7/13/2022 12:00:00 AM,Level,0.753534
7/14/2022 12:00:00 AM,Level,0.736055
7/15/2022 12:00:00 AM,Level,0.717736
7/16/2022 12:00:00 AM,Level,0.704819
7/17/2022 12:00:00 AM,Level,0.715031
7/18/2022 12:00:00 AM,Level,0.715527
7/19/2022 12:00:00 AM,Level,0.71293
7/20/2022 12:00:00 AM,Level,0.715614
7/21/2022 12:00:00 AM,Level,0.712954
7/22/2022 12:00:00 AM,Level,0.709326
7/23/2022 12:00:00 AM,Level,0.706631
7/24/2022 12:00:00 AM,Level,0.702343
7/25/2022 12:00:00 AM,Level,0.703813
7/26/2022 12:00:00 AM,Level,0.699486
7/27/2022 12:00:00 AM,Level,0.696371
7/28/2022 12:00:00 AM,Level,0.697368
7/29/2022 12:00:00 AM,Level,0.707812
7/30/2022 12:00:00 AM,Level,0.696635
7/31/2022 12:00:00 AM,Level,0.691253
8/1/2022 12:00:00 AM,Level,0.68726
8/2/2022 12:00:00 AM,Level,0.68219
8/3/2022 12:00:00 AM,Level,0.676854
8/4/2022 12:00:00 AM,Level,0.67342
8/5/2022 12:00:00 AM,Level,0.63309
8/6/2022 12:00:00 AM,Level,0.642232
8/7/2022 12:00:00 AM,Level,0.645375
8/8/2022 12:00:00 AM,Level,0.646829
8/9/2022 12:00:00 AM,Level,0.647194
8/10/2022 12:00:00 AM,Level,0.642138
8/11/2022 12:00:00 AM,Level,0.643142
8/12/2022 12:00:00 AM,Level,0.63802
8/13/2022 12:00:00 AM,Level,0.632347
8/14/2022 12:00:00 AM,Level,0.622111
8/15/2022 12:00:00 AM,Level,0.618111
8/16/2022 12:00:00 AM,Level,0.615371
8/17/2022 12:00:00 AM,Level,0.612618
8/18/2022 12:00:00 AM,Level,0.611611
8/19/2022 12:00:00 AM,Level,0.606017
8/20/2022 12:00:00 AM,Level,0.602399
8/21/2022 12:00:00 AM,Level,0.598437
8/22/2022 12:00:00 AM,Level,0.597024
8/23/2022 12:00:00 AM,Level,0.596475
8/24/2022 12:00:00 AM,Level,0.594493
8/25/2022 12:00:00 AM,Level,0.582225
8/26/2022 12:00:00 AM,Level,0.57226
8/27/2022 12:00:00 AM,Level,0.568343
8/28/2022 12:00:00 AM,Level,0.561444
8/29/2022 12:00:00 AM,Level,0.55517
8/30/2022 12:00:00 AM,Level,0.554569
8/31/2022 12:00:00 AM,Level,0.56993
9/1/2022 12:00:00 AM,Level,0.563878
9/2/2022 12:00:00 AM,Level,0.557843
9/3/2022 12:00:00 AM,Level,0.555163
9/4/2022 12:00:00 AM,Level,0.549114
9/5/2022 12:00:00 AM,Level,0.545315
9/6/2022 12:00:00 AM,Level,0.544013
9/7/2022 12:00:00 AM,Level,0.541975
9/8/2022 12:00:00 AM,Level,0.539184
9/9/2022 12:00:00 AM,Level,0.538851
9/10/2022 12:00:00 AM,Level,0.537166
9/11/2022 12:00:00 AM,Level,0.534086
9/12/2022 12:00:00 AM,Level,0.530947
9/13/2022 12:00:00 AM,Level,0.529802
9/14/2022 12:00:00 AM,Level,0.544239
9/15/2022 12:00:00 AM,Level,0.539788
9/16/2022 12:00:00 AM,Level,0.52675
9/17/2022 12:00:00 AM,Level,0.519128
9/18/2022 12:00:00 AM,Level,0.516277
9/19/2022 12:00:00 AM,Level,0.512753
9/20/2022 12:00:00 AM,Level,0.509524
9/21/2022 12:00:00 AM,Level,0.506645
9/22/2022 12:00:00 AM,Level,0.503635
9/23/2022 12:00:00 AM,Level,0.502027
9/24/2022 12:00:00 AM,Level,0.50144
9/25/2022 12:00:00 AM,Level,0.498295
9/26/2022 12:00:00 AM,Level,0.49669
9/27/2022 12:00:00 AM,Level,0.495274
9/28/2022 12:00:00 AM,Level,0.492437
9/29/2022 12:00:00 AM,Level,0.489885
9/30/2022 12:00:00 AM,Level,0.48885
10/1/2022 12:00:00 AM,Level,0.486645
10/2/2022 12:00:00 AM,Level,0.484888
10/3/2022 12:00:00 AM,Level,0.48292
10/4/2022 12:00:00 AM,Level,0.481954
10/5/2022 12:00:00 AM,Level,0.48143
10/6/2022 12:00:00 AM,Level,0.479545
10/7/2022 12:00:00 AM,Level,0.478034
10/8/2022 12:00:00 AM,Level,0.477274
10/9/2022 12:00:00 AM,Level,0.475625
10/10/2022 12:00:00 AM,Level,0.473708
10/11/2022 12:00:00 AM,Level,0.47267
10/12/2022 12:00:00 AM,Level,0.471819
10/13/2022 12:00:00 AM,Level,0.470857
10/14/2022 12:00:00 AM,Level,0.470697
10/15/2022 12:00:00 AM,Level,0.469468
10/16/2022 12:00:00 AM,Level,0.467996
10/17/2022 12:00:00 AM,Level,0.467006
10/18/2022 12:00:00 AM,Level,0.466829
10/19/2022 12:00:00 AM,Level,0.467552
10/20/2022 12:00:00 AM,Level,0.46852
10/21/2022 12:00:00 AM,Level,0.469486
10/22/2022 12:00:00 AM,Level,0.469149
10/23/2022 12:00:00 AM,Level,0.468593
10/24/2022 12:00:00 AM,Level,0.468444
10/25/2022 12:00:00 AM,Level,0.470052
10/26/2022 12:00:00 AM,Level,0.479961
10/27/2022 12:00:00 AM,Level,0.476614
10/28/2022 12:00:00 AM,Level,0.476375
10/29/2022 12:00:00 AM,Level,0.475451
10/30/2022 12:00:00 AM,Level,0.474034
10/31/2022 12:00:00 AM,Level,0.47493
11/1/2022 12:00:00 AM,Level,0.47459
11/2/2022 12:00:00 AM,Level,0.472173
11/3/2022 12:00:00 AM,Level,0.471041
11/4/2022 12:00:00 AM,Level,0.477336
11/5/2022 12:00:00 AM,Level,0.477659
11/6/2022 12:00:00 AM,Level,0.474246
11/7/2022 12:00:00 AM,Level,0.476968
11/8/2022 12:00:00 AM,Level,0.485697
11/9/2022 12:00:00 AM,Level,0.5081
11/10/2022 12:00:00 AM,Level,0.533315
11/11/2022 12:00:00 AM,Level,0.48425
11/12/2022 12:00:00 AM,Level,0.469288
11/13/2022 12:00:00 AM,Level,0.470416
11/14/2022 12:00:00 AM,Level,0.471875
11/15/2022 12:00:00 AM,Level,0.472284
11/16/2022 12:00:00 AM,Level,0.471201
11/17/2022 12:00:00 AM,Level,0.471579
11/18/2022 12:00:00 AM,Level,0.48801
11/19/2022 12:00:00 AM,Level,0.468017
11/20/2022 12:00:00 AM,Level,0.46677
11/21/2022 12:00:00 AM,Level,0.466607
11/22/2022 12:00:00 AM,Level,0.467159
11/23/2022 12:00:00 AM,Level,0.466819
11/24/2022 12:00:00 AM,Level,0.464569
11/25/2022 12:00:00 AM,Level,0.465277
11/26/2022 12:00:00 AM,Level,0.463722
11/27/2022 12:00:00 AM,Level,0.464944
11/28/2022 12:00:00 AM,Level,0.477319
11/29/2022 12:00:00 AM,Level,0.533559
11/30/2022 12:00:00 AM,Level,0.533329
12/1/2022 12:00:00 AM,Level,0.524656
12/2/2022 12:00:00 AM,Level,0.611663
12/3/2022 12:00:00 AM,Level,0.563142
12/4/2022 12:00:00 AM,Level,0.497555
12/5/2022 12:00:00 AM,Level,0.487614
12/6/2022 12:00:00 AM,Level,0.507555
12/7/2022 12:00:00 AM,Level,0.523138
12/8/2022 12:00:00 AM,Level,0.480774
12/9/2022 12:00:00 AM,Level,0.457785
12/11/2022 12:00:00 AM,Level,0.478073
12/12/2022 12:00:00 AM,Level,0.461996
12/13/2022 12:00:00 AM,Level,0.458927
12/14/2022 12:00:00 AM,Level,0.461
12/15/2022 12:00:00 AM,Level,0.48192
12/16/2022 12:00:00 AM,Level,0.456628
12/17/2022 12:00:00 AM,Level,0.455583
12/18/2022 12:00:00 AM,Level,0.497961
12/19/2022 12:00:00 AM,Level,0.518201
12/20/2022 12:00:00 AM,Level,0.663354
12/21/2022 12:00:00 AM,Level,0.649454
12/22/2022 12:00:00 AM,Level,0.69274
12/29/2022 12:00:00 AM,Level,0.521925
12/30/2022 12:00:00 AM,Level,0.454628
12/31/2022 12:00:00 AM,Level,0.453635
1/1/2023 12:00:00 AM,Level,0.452631
1/2/2023 12:00:00 AM,Level,0.45268
1/3/2023 12:00:00 AM,Level,0.450468
1/4/2023 12:00:00 AM,Level,0.45
1/5/2023 12:00:00 AM,Level,0.450805
1/6/2023 12:00:00 AM,Level,0.451024
1/7/2023 12:00:00 AM,Level,0.453302
1/8/2023 12:00:00 AM,Level,0.455104
1/9/2023 12:00:00 AM,Level,0.454118
1/10/2023 12:00:00 AM,Level,0.452652
1/11/2023 12:00:00 AM,Level,0.452388
1/12/2023 12:00:00 AM,Level,0.455993
1/13/2023 12:00:00 AM,Level,0.479621
1/14/2023 12:00:00 AM,Level,0.472003
1/15/2023 12:00:00 AM,Level,0.465045
1/16/2023 12:00:00 AM,Level,0.462604
1/17/2023 12:00:00 AM,Level,0.460496
1/18/2023 12:00:00 AM,Level,0.460076
1/19/2023 12:00:00 AM,Level,0.458468
1/20/2023 12:00:00 AM,Level,0.457805
1/21/2023 12:00:00 AM,Level,0.478506
1/22/2023 12:00:00 AM,Level,0.459888
1/23/2023 12:00:00 AM,Level,0.458187
1/24/2023 12:00:00 AM,Level,0.458982
1/25/2023 12:00:00 AM,Level,0.4596
1/26/2023 12:00:00 AM,Level,0.464982
1/27/2023 12:00:00 AM,Level,0.480027
1/28/2023 12:00:00 AM,Level,0.469836
1/29/2023 12:00:00 AM,Level,0.505059
1/30/2023 12:00:00 AM,Level,0.536847
1/31/2023 12:00:00 AM,Level,0.558576
2/1/2023 12:00:00 AM,Level,0.555659
2/2/2023 12:00:00 AM,Level,0.515319
2/3/2023 12:00:00 AM,Level,0.485045
2/4/2023 12:00:00 AM,Level,0.478093
2/5/2023 12:00:00 AM,Level,0.482777
2/6/2023 12:00:00 AM,Level,0.48343
2/7/2023 12:00:00 AM,Level,0.486142
2/8/2023 12:00:00 AM,Level,0.487388
2/9/2023 12:00:00 AM,Level,0.489565
2/10/2023 12:00:00 AM,Level,0.492975
2/11/2023 12:00:00 AM,Level,0.492586
2/12/2023 12:00:00 AM,Level,0.494125
2/13/2023 12:00:00 AM,Level,0.496638
2/14/2023 12:00:00 AM,Level,0.498534
2/15/2023 12:00:00 AM,Level,0.524822
2/16/2023 12:00:00 AM,Level,0.501114
2/17/2023 12:00:00 AM,Level,0.501805
2/18/2023 12:00:00 AM,Level,0.504197
2/19/2023 12:00:00 AM,Level,0.515239
2/20/2023 12:00:00 AM,Level,0.511211
2/21/2023 12:00:00 AM,Level,0.499989
2/22/2023 12:00:00 AM,Level,0.527579
2/23/2023 12:00:00 AM,Level,0.534319
2/24/2023 12:00:00 AM,Level,0.587729
2/25/2023 12:00:00 AM,Level,0.631934
2/26/2023 12:00:00 AM,Level,0.624576
2/27/2023 12:00:00 AM,Level,0.628444
2/28/2023 12:00:00 AM,Level,0.599538
3/1/2023 12:00:00 AM,Level,0.562489
3/2/2023 12:00:00 AM,Level,0.526586
3/3/2023 12:00:00 AM,Level,0.517899
3/4/2023 12:00:00 AM,Level,0.528211
3/5/2023 12:00:00 AM,Level,0.535684
3/6/2023 12:00:00 AM,Level,0.538361
3/7/2023 12:00:00 AM,Level,0.529885
3/8/2023 12:00:00 AM,Level,0.529031
3/9/2023 12:00:00 AM,Level,0.523878
3/10/2023 12:00:00 AM,Level,0.533944
3/11/2023 12:00:00 AM,Level,0.532694
3/12/2023 12:00:00 AM,Level,0.529795
3/13/2023 12:00:00 AM,Level,0.526111
3/14/2023 12:00:00 AM,Level,0.494204
3/15/2023 12:00:00 AM,Level,0.496774
3/16/2023 12:00:00 AM,Level,0.500864
3/17/2023 12:00:00 AM,Level,0.500708
3/18/2023 12:00:00 AM,Level,0.509479
3/19/2023 12:00:00 AM,Level,0.504958
3/20/2023 12:00:00 AM,Level,0.506597
3/21/2023 12:00:00 AM,Level,0.505486
3/22/2023 12:00:00 AM,Level,0.507479
3/23/2023 12:00:00 AM,Level,0.516604
3/24/2023 12:00:00 AM,Level,0.528472
3/25/2023 12:00:00 AM,Level,0.527923
3/26/2023 12:00:00 AM,Level,0.525604
3/27/2023 12:00:00 AM,Level,0.525201
3/28/2023 12:00:00 AM,Level,0.524652
3/29/2023 12:00:00 AM,Level,0.525003
3/30/2023 12:00:00 AM,Level,0.5251
3/31/2023 12:00:00 AM,Level,0.52477
4/1/2023 12:00:00 AM,Level,0.523375
4/2/2023 12:00:00 AM,Level,0.523006
4/3/2023 12:00:00 AM,Level,0.522645
4/4/2023 12:00:00 AM,Level,0.523111
4/5/2023 12:00:00 AM,Level,0.523732
4/6/2023 12:00:00 AM,Level,0.525288
4/7/2023 12:00:00 AM,Level,0.528208
4/8/2023 12:00:00 AM,Level,0.530263
4/9/2023 12:00:00 AM,Level,0.533437
4/10/2023 12:00:00 AM,Level,0.538149
4/11/2023 12:00:00 AM,Level,0.542809
4/12/2023 12:00:00 AM,Level,0.547208
4/13/2023 12:00:00 AM,Level,0.54885
4/14/2023 12:00:00 AM,Level,0.551364
4/15/2023 12:00:00 AM,Level,0.564083
4/16/2023 12:00:00 AM,Level,0.569694
4/17/2023 12:00:00 AM,Level,0.578034
4/18/2023 12:00:00 AM,Level,0.584413
4/19/2023 12:00:00 AM,Level,0.595805
4/20/2023 12:00:00 AM,Level,0.60527
4/21/2023 12:00:00 AM,Level,0.609815
4/22/2023 12:00:00 AM,Level,0.622885
4/23/2023 12:00:00 AM,Level,0.657232
4/24/2023 12:00:00 AM,Level,0.689232
4/25/2023 12:00:00 AM,Level,0.715211
4/26/2023 12:00:00 AM,Level,0.747725
4/27/2023 12:00:00 AM,Level,0.82544
4/28/2023 12:00:00 AM,Level,0.886013
4/29/2023 12:00:00 AM,Level,1.209444
4/30/2023 12:00:00 AM,Level,1.838881
5/1/2023 12:00:00 AM,Level,2.016604
5/2/2023 12:00:00 AM,Level,2.010871
5/3/2023 12:00:00 AM,Level,1.943208
5/4/2023 12:00:00 AM,Level,1.983954
5/5/2023 12:00:00 AM,Level,1.855034
5/6/2023 12:00:00 AM,Level,1.705052
5/7/2023 12:00:00 AM,Level,1.661763
5/8/2023 12:00:00 AM,Level,1.805881
5/9/2023 12:00:00 AM,Level,1.973059
5/10/2023 12:00:00 AM,Level,1.938097
5/11/2023 12:00:00 AM,Level,1.671232
5/12/2023 12:00:00 AM,Level,1.472701
5/13/2023 12:00:00 AM,Level,1.257847
5/14/2023 12:00:00 AM,Level,1.119864
5/15/2023 12:00:00 AM,Level,0.91244
5/16/2023 12:00:00 AM,Level,0.798166
5/17/2023 12:00:00 AM,Level,0.71068
5/18/2023 12:00:00 AM,Level,0.598885
5/19/2023 12:00:00 AM,Level,0.748215
5/20/2023 12:00:00 AM,Level,0.898013
5/21/2023 12:00:00 AM,Level,0.8381
5/22/2023 12:00:00 AM,Level,0.811068

