Date,Parameter,Value
1/8/2022 12:00:00 AM,Discharge,0.356395
1/9/2022 12:00:00 AM,Discharge,0.389979
1/10/2022 12:00:00 AM,Discharge,0.445052
1/11/2022 12:00:00 AM,Discharge,0.543541
1/12/2022 12:00:00 AM,Discharge,0.562343
1/13/2022 12:00:00 AM,Discharge,0.547875
1/14/2022 12:00:00 AM,Discharge,0.522042
1/15/2022 12:00:00 AM,Discharge,0.529722
1/16/2022 12:00:00 AM,Discharge,0.52142
1/17/2022 12:00:00 AM,Discharge,0.518503
1/18/2022 12:00:00 AM,Discharge,0.521618
1/19/2022 12:00:00 AM,Discharge,0.526409
1/20/2022 12:00:00 AM,Discharge,0.538201
1/21/2022 12:00:00 AM,Discharge,0.536385
1/22/2022 12:00:00 AM,Discharge,0.537055
1/23/2022 12:00:00 AM,Discharge,0.538302
1/24/2022 12:00:00 AM,Discharge,0.542131
1/25/2022 12:00:00 AM,Discharge,0.548118
1/26/2022 12:00:00 AM,Discharge,0.545694
1/27/2022 12:00:00 AM,Discharge,0.548968
1/28/2022 12:00:00 AM,Discharge,0.555804
1/29/2022 12:00:00 AM,Discharge,0.549697
1/30/2022 12:00:00 AM,Discharge,0.540354
1/31/2022 12:00:00 AM,Discharge,0.540121
2/1/2022 12:00:00 AM,Discharge,0.533863
2/2/2022 12:00:00 AM,Discharge,0.542083
2/3/2022 12:00:00 AM,Discharge,0.561156
2/4/2022 12:00:00 AM,Discharge,0.558629
2/5/2022 12:00:00 AM,Discharge,0.545656
2/6/2022 12:00:00 AM,Discharge,0.536913
2/7/2022 12:00:00 AM,Discharge,0.544302
2/8/2022 12:00:00 AM,Discharge,0.541718
2/9/2022 12:00:00 AM,Discharge,0.553399
2/10/2022 12:00:00 AM,Discharge,0.562944
2/11/2022 12:00:00 AM,Discharge,0.560489
2/12/2022 12:00:00 AM,Discharge,0.558402
2/13/2022 12:00:00 AM,Discharge,0.562069
2/14/2022 12:00:00 AM,Discharge,0.561048
2/15/2022 12:00:00 AM,Discharge,0.562604
2/16/2022 12:00:00 AM,Discharge,0.587687
2/17/2022 12:00:00 AM,Discharge,0.590763
2/18/2022 12:00:00 AM,Discharge,0.588854
2/19/2022 12:00:00 AM,Discharge,0.616104
2/20/2022 12:00:00 AM,Discharge,0.619774
2/21/2022 12:00:00 AM,Discharge,0.568274
2/22/2022 12:00:00 AM,Discharge,0.583319
2/23/2022 12:00:00 AM,Discharge,0.602402
2/24/2022 12:00:00 AM,Discharge,0.597305
2/25/2022 12:00:00 AM,Discharge,0.598895
2/26/2022 12:00:00 AM,Discharge,0.609694
2/27/2022 12:00:00 AM,Discharge,0.603652
2/28/2022 12:00:00 AM,Discharge,0.563777
3/1/2022 12:00:00 AM,Discharge,0.600697
3/2/2022 12:00:00 AM,Discharge,0.61235
3/3/2022 12:00:00 AM,Discharge,0.620416
3/4/2022 12:00:00 AM,Discharge,0.624163
3/5/2022 12:00:00 AM,Discharge,0.627836
3/6/2022 12:00:00 AM,Discharge,0.604736
3/7/2022 12:00:00 AM,Discharge,0.609506
3/8/2022 12:00:00 AM,Discharge,0.590809
3/9/2022 12:00:00 AM,Discharge,0.561079
3/10/2022 12:00:00 AM,Discharge,0.55591
3/11/2022 12:00:00 AM,Discharge,0.555434
3/12/2022 12:00:00 AM,Discharge,0.555531
3/13/2022 12:00:00 AM,Discharge,0.568364
3/14/2022 12:00:00 AM,Discharge,0.582996
3/15/2022 12:00:00 AM,Discharge,0.588006
3/16/2022 12:00:00 AM,Discharge,0.57359
3/17/2022 12:00:00 AM,Discharge,0.571524
3/18/2022 12:00:00 AM,Discharge,0.567027
3/19/2022 12:00:00 AM,Discharge,0.571184
3/20/2022 12:00:00 AM,Discharge,0.578937
3/21/2022 12:00:00 AM,Discharge,0.573079
3/22/2022 12:00:00 AM,Discharge,0.572642
3/23/2022 12:00:00 AM,Discharge,0.581746
3/24/2022 12:00:00 AM,Discharge,0.592322
3/25/2022 12:00:00 AM,Discharge,0.584697
3/26/2022 12:00:00 AM,Discharge,0.597906
3/27/2022 12:00:00 AM,Discharge,0.631774
3/28/2022 12:00:00 AM,Discharge,0.675767
3/29/2022 12:00:00 AM,Discharge,0.70084
3/30/2022 12:00:00 AM,Discharge,0.800718
3/31/2022 12:00:00 AM,Discharge,0.850829
4/1/2022 12:00:00 AM,Discharge,0.845812
4/2/2022 12:00:00 AM,Discharge,0.83501
4/3/2022 12:00:00 AM,Discharge,0.848006
4/4/2022 12:00:00 AM,Discharge,0.88494
4/5/2022 12:00:00 AM,Discharge,0.886041
4/6/2022 12:00:00 AM,Discharge,0.875739
4/7/2022 12:00:00 AM,Discharge,0.941322
4/8/2022 12:00:00 AM,Discharge,1.150345
4/9/2022 12:00:00 AM,Discharge,1.35559
4/10/2022 12:00:00 AM,Discharge,2.675659
4/11/2022 12:00:00 AM,Discharge,3.284861
4/12/2022 12:00:00 AM,Discharge,3.35302
4/13/2022 12:00:00 AM,Discharge,3.375972
4/14/2022 12:00:00 AM,Discharge,3.445902
4/15/2022 12:00:00 AM,Discharge,3.398645
4/16/2022 12:00:00 AM,Discharge,3.354687
4/17/2022 12:00:00 AM,Discharge,3.333541
4/18/2022 12:00:00 AM,Discharge,3.367256
4/19/2022 12:00:00 AM,Discharge,3.280347
4/20/2022 12:00:00 AM,Discharge,3.292569
4/21/2022 12:00:00 AM,Discharge,3.485923
4/22/2022 12:00:00 AM,Discharge,3.546597
4/23/2022 12:00:00 AM,Discharge,3.727916
4/24/2022 12:00:00 AM,Discharge,3.979618
4/25/2022 12:00:00 AM,Discharge,4.397282
4/26/2022 12:00:00 AM,Discharge,5.386284
4/27/2022 12:00:00 AM,Discharge,11.642062
4/28/2022 12:00:00 AM,Discharge,16.449305
4/29/2022 12:00:00 AM,Discharge,17.67743
4/30/2022 12:00:00 AM,Discharge,16.420138
5/1/2022 12:00:00 AM,Discharge,15.405555
5/2/2022 12:00:00 AM,Discharge,15.782291
5/3/2022 12:00:00 AM,Discharge,17.422569
5/4/2022 12:00:00 AM,Discharge,20.465156
5/5/2022 12:00:00 AM,Discharge,23.962847
5/6/2022 12:00:00 AM,Discharge,24.718402
5/7/2022 12:00:00 AM,Discharge,23.531597
5/8/2022 12:00:00 AM,Discharge,22.365277
5/9/2022 12:00:00 AM,Discharge,20.691666
5/10/2022 12:00:00 AM,Discharge,18.95
5/11/2022 12:00:00 AM,Discharge,17.296875
5/12/2022 12:00:00 AM,Discharge,15.703125
5/13/2022 12:00:00 AM,Discharge,14.323958
5/14/2022 12:00:00 AM,Discharge,13.18368
5/15/2022 12:00:00 AM,Discharge,12.963888
5/16/2022 12:00:00 AM,Discharge,12.709027
5/17/2022 12:00:00 AM,Discharge,12.3375
5/18/2022 12:00:00 AM,Discharge,11.831944
5/19/2022 12:00:00 AM,Discharge,11.53368
5/20/2022 12:00:00 AM,Discharge,11.139583
5/21/2022 12:00:00 AM,Discharge,10.775347
5/22/2022 12:00:00 AM,Discharge,10.994097
5/23/2022 12:00:00 AM,Discharge,10.788888
5/24/2022 12:00:00 AM,Discharge,10.240625
5/25/2022 12:00:00 AM,Discharge,9.538611
5/26/2022 12:00:00 AM,Discharge,8.850347
5/27/2022 12:00:00 AM,Discharge,8.18434
5/28/2022 12:00:00 AM,Discharge,7.884305
5/29/2022 12:00:00 AM,Discharge,7.422673
5/30/2022 12:00:00 AM,Discharge,6.966875
5/31/2022 12:00:00 AM,Discharge,6.697048
6/1/2022 12:00:00 AM,Discharge,6.526041
6/2/2022 12:00:00 AM,Discharge,6.319409
6/3/2022 12:00:00 AM,Discharge,6.67927
6/4/2022 12:00:00 AM,Discharge,7.310312
6/5/2022 12:00:00 AM,Discharge,7.486805
6/6/2022 12:00:00 AM,Discharge,7.773923
6/7/2022 12:00:00 AM,Discharge,7.700729
6/8/2022 12:00:00 AM,Discharge,7.460312
6/9/2022 12:00:00 AM,Discharge,7.098506
6/10/2022 12:00:00 AM,Discharge,6.735312
6/11/2022 12:00:00 AM,Discharge,6.215763
6/12/2022 12:00:00 AM,Discharge,5.728159
6/13/2022 12:00:00 AM,Discharge,5.326145
6/14/2022 12:00:00 AM,Discharge,5.186041
6/15/2022 12:00:00 AM,Discharge,5.171944
6/16/2022 12:00:00 AM,Discharge,5.683229
6/17/2022 12:00:00 AM,Discharge,6.54118
6/18/2022 12:00:00 AM,Discharge,7.030833
6/19/2022 12:00:00 AM,Discharge,7.512222
6/20/2022 12:00:00 AM,Discharge,7.432256
6/21/2022 12:00:00 AM,Discharge,7.132569
6/22/2022 12:00:00 AM,Discharge,6.92868
6/23/2022 12:00:00 AM,Discharge,6.394097
6/24/2022 12:00:00 AM,Discharge,5.861875
6/25/2022 12:00:00 AM,Discharge,5.396875
6/26/2022 12:00:00 AM,Discharge,4.949652
6/27/2022 12:00:00 AM,Discharge,4.525208
6/28/2022 12:00:00 AM,Discharge,4.124444
6/29/2022 12:00:00 AM,Discharge,3.88118
6/30/2022 12:00:00 AM,Discharge,3.707881
7/1/2022 12:00:00 AM,Discharge,3.483125
7/2/2022 12:00:00 AM,Discharge,3.397291
7/3/2022 12:00:00 AM,Discharge,3.41934
7/4/2022 12:00:00 AM,Discharge,3.536284
7/5/2022 12:00:00 AM,Discharge,3.687013
7/6/2022 12:00:00 AM,Discharge,3.792465
7/7/2022 12:00:00 AM,Discharge,3.93625
7/8/2022 12:00:00 AM,Discharge,4.044409
7/9/2022 12:00:00 AM,Discharge,4.019201
7/10/2022 12:00:00 AM,Discharge,3.870937
7/11/2022 12:00:00 AM,Discharge,3.651319
7/12/2022 12:00:00 AM,Discharge,3.389027
7/13/2022 12:00:00 AM,Discharge,3.119687
7/14/2022 12:00:00 AM,Discharge,2.874826
7/15/2022 12:00:00 AM,Discharge,2.623888
7/16/2022 12:00:00 AM,Discharge,2.452291
7/17/2022 12:00:00 AM,Discharge,2.587326
7/18/2022 12:00:00 AM,Discharge,2.59434
7/19/2022 12:00:00 AM,Discharge,2.558819
7/20/2022 12:00:00 AM,Discharge,2.595312
7/21/2022 12:00:00 AM,Discharge,2.559722
7/22/2022 12:00:00 AM,Discharge,2.511388
7/23/2022 12:00:00 AM,Discharge,2.475416
7/24/2022 12:00:00 AM,Discharge,2.419236
7/25/2022 12:00:00 AM,Discharge,2.439391
7/26/2022 12:00:00 AM,Discharge,2.380833
7/27/2022 12:00:00 AM,Discharge,2.342187
7/28/2022 12:00:00 AM,Discharge,2.355208
7/29/2022 12:00:00 AM,Discharge,2.492777
7/30/2022 12:00:00 AM,Discharge,2.345208
7/31/2022 12:00:00 AM,Discharge,2.27684
8/1/2022 12:00:00 AM,Discharge,2.225138
8/2/2022 12:00:00 AM,Discharge,2.162326
8/3/2022 12:00:00 AM,Discharge,2.093854
8/4/2022 12:00:00 AM,Discharge,2.063888
8/5/2022 12:00:00 AM,Discharge,1.582569
8/6/2022 12:00:00 AM,Discharge,1.686562
8/7/2022 12:00:00 AM,Discharge,1.721388
8/8/2022 12:00:00 AM,Discharge,1.737222
8/9/2022 12:00:00 AM,Discharge,1.741944
8/10/2022 12:00:00 AM,Discharge,1.681979
8/11/2022 12:00:00 AM,Discharge,1.694166
8/12/2022 12:00:00 AM,Discharge,1.637048
8/13/2022 12:00:00 AM,Discharge,1.5725
8/14/2022 12:00:00 AM,Discharge,1.461111
8/15/2022 12:00:00 AM,Discharge,1.420208
8/16/2022 12:00:00 AM,Discharge,1.390173
8/17/2022 12:00:00 AM,Discharge,1.358541
8/18/2022 12:00:00 AM,Discharge,1.346319
8/19/2022 12:00:00 AM,Discharge,1.290173
8/20/2022 12:00:00 AM,Discharge,1.253993
8/21/2022 12:00:00 AM,Discharge,1.214375
8/22/2022 12:00:00 AM,Discharge,1.200243
8/23/2022 12:00:00 AM,Discharge,1.194756
8/24/2022 12:00:00 AM,Discharge,1.17493
8/25/2022 12:00:00 AM,Discharge,1.054993
8/26/2022 12:00:00 AM,Discharge,0.962826
8/27/2022 12:00:00 AM,Discharge,0.927093
8/28/2022 12:00:00 AM,Discharge,0.865402
8/29/2022 12:00:00 AM,Discharge,0.810243
8/30/2022 12:00:00 AM,Discharge,0.805187
8/31/2022 12:00:00 AM,Discharge,0.941656
9/1/2022 12:00:00 AM,Discharge,0.886906
9/2/2022 12:00:00 AM,Discharge,0.833524
9/3/2022 12:00:00 AM,Discharge,0.81051
9/4/2022 12:00:00 AM,Discharge,0.758663
9/5/2022 12:00:00 AM,Discharge,0.727083
9/6/2022 12:00:00 AM,Discharge,0.716333
9/7/2022 12:00:00 AM,Discharge,0.699545
9/8/2022 12:00:00 AM,Discharge,0.676899
9/9/2022 12:00:00 AM,Discharge,0.674192
9/10/2022 12:00:00 AM,Discharge,0.660715
9/11/2022 12:00:00 AM,Discharge,0.636659
9/12/2022 12:00:00 AM,Discharge,0.611916
9/13/2022 12:00:00 AM,Discharge,0.603156
9/14/2022 12:00:00 AM,Discharge,0.718715
9/15/2022 12:00:00 AM,Discharge,0.682027
9/16/2022 12:00:00 AM,Discharge,0.58168
9/17/2022 12:00:00 AM,Discharge,0.522878
9/18/2022 12:00:00 AM,Discharge,0.501947
9/19/2022 12:00:00 AM,Discharge,0.477274
9/20/2022 12:00:00 AM,Discharge,0.45467
9/21/2022 12:00:00 AM,Discharge,0.434673
9/22/2022 12:00:00 AM,Discharge,0.414635
9/23/2022 12:00:00 AM,Discharge,0.403888
9/24/2022 12:00:00 AM,Discharge,0.398312
9/25/2022 12:00:00 AM,Discharge,0.383166
9/26/2022 12:00:00 AM,Discharge,0.37159
9/27/2022 12:00:00 AM,Discharge,0.36144
9/28/2022 12:00:00 AM,Discharge,0.348486
9/29/2022 12:00:00 AM,Discharge,0.33168
9/30/2022 12:00:00 AM,Discharge,0.324645
10/1/2022 12:00:00 AM,Discharge,0.315392
10/2/2022 12:00:00 AM,Discharge,0.30367
10/3/2022 12:00:00 AM,Discharge,0.291989
10/4/2022 12:00:00 AM,Discharge,0.289423
10/5/2022 12:00:00 AM,Discharge,0.284815
10/6/2022 12:00:00 AM,Discharge,0.274031
10/7/2022 12:00:00 AM,Discharge,0.268395
10/8/2022 12:00:00 AM,Discharge,0.262697
10/9/2022 12:00:00 AM,Discharge,0.253819
10/10/2022 12:00:00 AM,Discharge,0.246027
10/11/2022 12:00:00 AM,Discharge,0.238958
10/12/2022 12:00:00 AM,Discharge,0.23468
10/13/2022 12:00:00 AM,Discharge,0.2316
10/14/2022 12:00:00 AM,Discharge,0.229034
10/15/2022 12:00:00 AM,Discharge,0.223277
10/16/2022 12:00:00 AM,Discharge,0.217437
10/17/2022 12:00:00 AM,Discharge,0.210989
10/18/2022 12:00:00 AM,Discharge,0.210628
10/19/2022 12:00:00 AM,Discharge,0.215218
10/20/2022 12:00:00 AM,Discharge,0.218152
10/21/2022 12:00:00 AM,Discharge,0.223607
10/22/2022 12:00:00 AM,Discharge,0.222857
10/23/2022 12:00:00 AM,Discharge,0.218472
10/24/2022 12:00:00 AM,Discharge,0.218732
10/25/2022 12:00:00 AM,Discharge,0.227524
10/26/2022 12:00:00 AM,Discharge,0.276468
10/27/2022 12:00:00 AM,Discharge,0.260059
10/28/2022 12:00:00 AM,Discharge,0.259142
10/29/2022 12:00:00 AM,Discharge,0.252614
10/30/2022 12:00:00 AM,Discharge,0.246986
10/31/2022 12:00:00 AM,Discharge,0.251649
11/1/2022 12:00:00 AM,Discharge,0.248041
11/2/2022 12:00:00 AM,Discharge,0.237819
11/3/2022 12:00:00 AM,Discharge,0.231854
11/4/2022 12:00:00 AM,Discharge,0.262288
11/5/2022 12:00:00 AM,Discharge,0.266079
11/6/2022 12:00:00 AM,Discharge,0.247847
11/7/2022 12:00:00 AM,Discharge,0.230401
11/8/2022 12:00:00 AM,Discharge,0.217072
11/9/2022 12:00:00 AM,Discharge,0.204989
11/10/2022 12:00:00 AM,Discharge,0.2125
11/11/2022 12:00:00 AM,Discharge,0.222197
11/12/2022 12:00:00 AM,Discharge,0.222876
11/13/2022 12:00:00 AM,Discharge,0.226722
11/14/2022 12:00:00 AM,Discharge,0.236965
11/15/2022 12:00:00 AM,Discharge,0.237756
11/16/2022 12:00:00 AM,Discharge,0.232006
11/17/2022 12:00:00 AM,Discharge,0.233899
11/18/2022 12:00:00 AM,Discharge,0.224906
11/19/2022 12:00:00 AM,Discharge,0.21617
11/20/2022 12:00:00 AM,Discharge,0.210652
11/21/2022 12:00:00 AM,Discharge,0.209947
11/22/2022 12:00:00 AM,Discharge,0.212392
11/23/2022 12:00:00 AM,Discharge,0.210829
11/24/2022 12:00:00 AM,Discharge,0.199847
11/25/2022 12:00:00 AM,Discharge,0.203388
11/26/2022 12:00:00 AM,Discharge,0.196045
11/27/2022 12:00:00 AM,Discharge,0.201812
11/28/2022 12:00:00 AM,Discharge,0.179538
11/29/2022 12:00:00 AM,Discharge,0.194225
11/30/2022 12:00:00 AM,Discharge,0.195284
12/1/2022 12:00:00 AM,Discharge,0.196347
12/2/2022 12:00:00 AM,Discharge,0.197416
12/3/2022 12:00:00 AM,Discharge,0.198489
12/4/2022 12:00:00 AM,Discharge,0.199527
12/5/2022 12:00:00 AM,Discharge,0.202729
12/6/2022 12:00:00 AM,Discharge,0.206895
12/7/2022 12:00:00 AM,Discharge,0.192114
12/8/2022 12:00:00 AM,Discharge,0.156479
12/9/2022 12:00:00 AM,Discharge,0.12802
12/10/2022 12:00:00 AM,Discharge,0.133343
12/11/2022 12:00:00 AM,Discharge,0.170135
12/12/2022 12:00:00 AM,Discharge,0.179819
12/13/2022 12:00:00 AM,Discharge,0.174524
12/14/2022 12:00:00 AM,Discharge,0.16845
12/15/2022 12:00:00 AM,Discharge,0.153208
12/16/2022 12:00:00 AM,Discharge,0.16401
12/17/2022 12:00:00 AM,Discharge,0.155259
12/18/2022 12:00:00 AM,Discharge,0.120635
12/19/2022 12:00:00 AM,Discharge,0.121
12/20/2022 12:00:00 AM,Discharge,0.120197
12/21/2022 12:00:00 AM,Discharge,0.118375
12/22/2022 12:00:00 AM,Discharge,0.116614
12/23/2022 12:00:00 AM,Discharge,0.117989
12/24/2022 12:00:00 AM,Discharge,0.122354
12/25/2022 12:00:00 AM,Discharge,0.126156
12/26/2022 12:00:00 AM,Discharge,0.136885
12/27/2022 12:00:00 AM,Discharge,0.154625
12/28/2022 12:00:00 AM,Discharge,0.171218
12/29/2022 12:00:00 AM,Discharge,0.164577
12/30/2022 12:00:00 AM,Discharge,0.155552
12/31/2022 12:00:00 AM,Discharge,0.151503
1/1/2023 12:00:00 AM,Discharge,0.146979
1/2/2023 12:00:00 AM,Discharge,0.147399
1/3/2023 12:00:00 AM,Discharge,0.137881
1/4/2023 12:00:00 AM,Discharge,0.136
1/5/2023 12:00:00 AM,Discharge,0.139222
1/6/2023 12:00:00 AM,Discharge,0.140097
1/7/2023 12:00:00 AM,Discharge,0.14993
1/8/2023 12:00:00 AM,Discharge,0.157447
1/9/2023 12:00:00 AM,Discharge,0.153493
1/10/2023 12:00:00 AM,Discharge,0.147173
1/11/2023 12:00:00 AM,Discharge,0.145934
1/12/2023 12:00:00 AM,Discharge,0.161802
1/13/2023 12:00:00 AM,Discharge,0.276854
1/14/2023 12:00:00 AM,Discharge,0.236281
1/15/2023 12:00:00 AM,Discharge,0.202253
1/16/2023 12:00:00 AM,Discharge,0.190916
1/17/2023 12:00:00 AM,Discharge,0.181364
1/18/2023 12:00:00 AM,Discharge,0.179442
1/19/2023 12:00:00 AM,Discharge,0.172381
1/20/2023 12:00:00 AM,Discharge,0.169368
1/21/2023 12:00:00 AM,Discharge,0.2861
1/22/2023 12:00:00 AM,Discharge,0.168493
1/23/2023 12:00:00 AM,Discharge,0.165598
1/24/2023 12:00:00 AM,Discharge,0.174527
1/25/2023 12:00:00 AM,Discharge,0.177545
1/26/2023 12:00:00 AM,Discharge,0.20244
1/27/2023 12:00:00 AM,Discharge,0.277302
1/28/2023 12:00:00 AM,Discharge,0.227493
1/29/2023 12:00:00 AM,Discharge,0.455736
1/30/2023 12:00:00 AM,Discharge,0.662239
1/31/2023 12:00:00 AM,Discharge,0.833718
2/1/2023 12:00:00 AM,Discharge,0.806968
2/2/2023 12:00:00 AM,Discharge,0.49217
2/3/2023 12:00:00 AM,Discharge,0.297611
2/4/2023 12:00:00 AM,Discharge,0.259399
2/5/2023 12:00:00 AM,Discharge,0.283197
2/6/2023 12:00:00 AM,Discharge,0.285743
2/7/2023 12:00:00 AM,Discharge,0.29951
2/8/2023 12:00:00 AM,Discharge,0.305375
2/9/2023 12:00:00 AM,Discharge,0.316517
2/10/2023 12:00:00 AM,Discharge,0.334892
2/11/2023 12:00:00 AM,Discharge,0.331621
2/12/2023 12:00:00 AM,Discharge,0.339378
2/13/2023 12:00:00 AM,Discharge,0.352687
2/14/2023 12:00:00 AM,Discharge,0.362736
2/15/2023 12:00:00 AM,Discharge,0.55969
2/16/2023 12:00:00 AM,Discharge,0.376083
2/17/2023 12:00:00 AM,Discharge,0.379114
2/18/2023 12:00:00 AM,Discharge,0.393045
2/19/2023 12:00:00 AM,Discharge,0.4651
2/20/2023 12:00:00 AM,Discharge,0.437055
2/21/2023 12:00:00 AM,Discharge,0.368621
2/22/2023 12:00:00 AM,Discharge,0.553548
2/23/2023 12:00:00 AM,Discharge,0.614375
2/24/2023 12:00:00 AM,Discharge,1.084142
2/25/2023 12:00:00 AM,Discharge,1.520694
2/26/2023 12:00:00 AM,Discharge,1.438541
2/27/2023 12:00:00 AM,Discharge,1.48059
2/28/2023 12:00:00 AM,Discharge,1.17635
3/1/2023 12:00:00 AM,Discharge,0.825951
3/2/2023 12:00:00 AM,Discharge,0.53243
3/3/2023 12:00:00 AM,Discharge,0.467031
3/4/2023 12:00:00 AM,Discharge,0.538968
3/5/2023 12:00:00 AM,Discharge,0.594416
3/6/2023 12:00:00 AM,Discharge,0.61377
3/7/2023 12:00:00 AM,Discharge,0.546868
3/8/2023 12:00:00 AM,Discharge,0.539288
3/9/2023 12:00:00 AM,Discharge,0.500555
3/10/2023 12:00:00 AM,Discharge,0.57526
3/11/2023 12:00:00 AM,Discharge,0.564531
3/12/2023 12:00:00 AM,Discharge,0.54002
3/13/2023 12:00:00 AM,Discharge,0.516746
3/14/2023 12:00:00 AM,Discharge,0.30951
3/15/2023 12:00:00 AM,Discharge,0.323309
3/16/2023 12:00:00 AM,Discharge,0.345354
3/17/2023 12:00:00 AM,Discharge,0.343527
3/18/2023 12:00:00 AM,Discharge,0.394451
3/19/2023 12:00:00 AM,Discharge,0.36619
3/20/2023 12:00:00 AM,Discharge,0.374625
3/21/2023 12:00:00 AM,Discharge,0.367135
3/22/2023 12:00:00 AM,Discharge,0.378055
3/23/2023 12:00:00 AM,Discharge,0.436893
3/24/2023 12:00:00 AM,Discharge,0.513791
3/25/2023 12:00:00 AM,Discharge,0.509767
3/26/2023 12:00:00 AM,Discharge,0.492791
3/27/2023 12:00:00 AM,Discharge,0.489694
3/28/2023 12:00:00 AM,Discharge,0.485715
3/29/2023 12:00:00 AM,Discharge,0.488295
3/30/2023 12:00:00 AM,Discharge,0.48894
3/31/2023 12:00:00 AM,Discharge,0.486479
4/1/2023 12:00:00 AM,Discharge,0.476625
4/2/2023 12:00:00 AM,Discharge,0.474048
4/3/2023 12:00:00 AM,Discharge,0.47152
4/4/2023 12:00:00 AM,Discharge,0.474777
4/5/2023 12:00:00 AM,Discharge,0.479131
4/6/2023 12:00:00 AM,Discharge,0.490375
4/7/2023 12:00:00 AM,Discharge,0.511878
4/8/2023 12:00:00 AM,Discharge,0.527211
4/9/2023 12:00:00 AM,Discharge,0.551201
4/10/2023 12:00:00 AM,Discharge,0.587642
4/11/2023 12:00:00 AM,Discharge,0.624472
